6,-106
1,-4
2,-2
2,2
6,-88
3,42
3,-8
6,-62
6,-150
2,24
6,-90
1,8
2,2
1,-0
6,-118
1,2
2,10
1,24
1,-2.8083e-15
2,-8
3,-18
6,26
3,-2
2,-28
1,12
6,26
2,8
1,-12
1,-2
1,-2
1,-8
3,-6
3,2
2,-68
6,-4
2,-6
1,2
1,6
3,116
2,-16
3,-10
3,-20
6,38
6,-166
2,0
2,-38
2,4
2,20
1,-4
3,116
1,-18
1,-12
2,0
3,-14
2,-58
3,148
6,-50
6,176
2,16
2,168
6,16
1,22
3,22
2,2
6,-40
6,0
1,2
6,4
1,-24
3,0
3,4
3,62
6,162
3,-4
1,-10
1,-16
2,14
1,4
3,-28
6,142
3,8
2,-14
2,12
1,-18
3,-30
3,4
3,10
2,40
2,-12
6,10
6,-34
2,4
3,-46
6,-58
3,-156
3,0
2,-10
2,8
6,18
6,24
6,164
2,6
3,12
6,-6
3,22
2,-70
2,-12
6,82
2,16
6,164
1,8
3,14
1,-12
3,-16
1,12
2,-26
3,-10
3,-4
6,-74
6,-90
3,4
1,-2
3,-76
1,-12
3,-44
1,6
3,4
1,10
2,18
2,-100
3,-34
2,52
6,32
1,-26
1,2
1,-4
3,50
6,-122
2,-12
1,0
6,154
6,-12
3,4
3,-8
6,-8
6,-136
2,-10
6,46
1,0
1,-2
2,-18
3,2
6,76
2,-30
6,8
6,120
6,-62
2,-14
2,2
6,-20
3,-34
1,10
3,-64
2,22
3,-4
2,8
3,26
1,14
6,0
6,-28
3,-106
3,48
3,42
6,-6
3,28
6,30
2,-42
6,34
3,10
3,-74
3,-30
3,18
2,-28
3,4
2,-12
1,-6
1,-8
3,-96
1,-24
1,2
2,-8
1,-8
3,-40
1,-14
6,86
1,-12
2,12
3,-96
6,2
2,-80
6,-104
3,10
2,-14
2,20
1,-54
3,-38
2,-8
3,-8
2,12
3,-6
1,2
3,10
2,-16
1,12
2,-24
2,-26
2,30
6,-154
6,18
3,26
1,6
3,-18
6,-10
2,8
6,10
2,-4
1,-18
2,-22
1,12
6,-16
6,-28
1,-10
1,2
2,34
3,20
6,86
1,-8
1,-12
2,-4
3,-38
2,-28
6,28
3,18
3,-30
3,-10
1,-16
1,-22
2,14
2,32
1,4
3,-128
1,-14
2,-42
6,62
6,2
3,-10
6,110
1,-8
3,0
3,-10
3,-12
2,-2
1,-14
2,-20
1,-16
2,-32
6,44
2,-30
3,4
6,-144
1,10
1,24
2,2
3,8
2,0
3,42
1,-6
6,-22
1,2
2,-0
1,2
3,-20
1,16
6,-16
1,0
6,30
6,-38
1,-10
2,18
6,-18
2,-8
1,-22
6,-30
2,26
6,-94
6,-88
1,-24
3,2
6,-104
2,6
1,6
6,90
1,4
3,14
2,18
2,-4
6,-8
2,-4
2,-4
2,-74
6,12
1,28
2,-18
1,0
2,14
6,-54
1,18
6,-90
3,16
6,-38
2,8
2,-18
6,22
2,14
2,4
3,-24
2,-0
6,4
6,-0
3,36
1,-40
2,14
1,-18
1,2
3,28
3,2
3,-10
3,-26
6,-156
2,8
6,-22
1,-6
1,2
2,-56
1,-16
3,-14
1,6
6,-164
6,114
1,0
3,-4
1,-6
3,46
1,4
6,-160
1,22
3,-12
6,38
1,4
2,6
1,4
3,-98
1,-28
1,8
2,10
2,4
2,28
6,-22
6,-94
6,-8
6,-146
2,-6
3,14
1,-22
6,10
6,-40
1,-4
1,0
6,150
2,-16
1,-20
2,-16
1,-28
2,-8
6,164
6,-46
6,-40
2,-10
2,2
3,128
3,-48
2,6
3,-4
6,178
1,-50
6,158
3,-12
2,172
6,-66
1,6
2,-14
6,-60
6,-34
1,2
6,-36
3,2
1,6
1,-10
6,16
1,-8
3,-22
2,4
1,-4
6,-14
1,-6
6,12
6,166
6,8
2,14
3,30
3,-8
6,-170
2,-24
3,10
6,166
1,-6
6,-160
2,-22
6,-174
3,24
6,22
1,8
3,2
3,26
1,-8
1,-14
1,32
3,14
3,68
6,-2
3,-26
6,-10
3,10
1,-8
6,34
3,40
3,-14
1,2
3,2.8083e-15
3,12
2,-0
3,-8
3,44
2,22
2,20
6,-4
2,170
1,14
2,28
3,-8
1,-18
1,-20
3,4
6,164
2,-16
3,-4
2,-16
1,-6
6,24
1,-10
3,24
3,100
3,4
1,-4
1,-8
1,-6
2,2
6,-80
2,-4
2,0
2,-16
2,-8
3,-6
6,50
6,-40
3,22
2,-120
3,6
6,136
1,-2
1,0
6,-44
6,-30
3,-10
2,-6
3,0
1,0
1,-12
1,4
2,-0
