4,24
1,-18
6,-10
5,-12
2,32
1,-6
4,-12
6,26
1,-4
2,-2
4,0
2,20
6,-10
2,20
1,-14
3,-18
1,62
6,-6
4,-18
5,10
7,-4
4,-14
3,6
6,-34
3,-6
2,60
5,-160
6,38
8,-12
3,4
3,58
7,-6
5,-46
8,22
8,4
6,2
8,-28
7,6
1,-4
4,4
7,42
2,28
5,-12
5,-18
5,2
1,2
5,-10
1,20
6,158
2,2
3,-16
8,36
4,-4
3,2
1,-20
7,0
1,12
6,6
8,16
3,14
7,-2
3,40
7,-40
5,38
1,-8
1,14
3,-6
2,6
7,-20
5,8
6,-6
7,42
3,-6
1,0
2,14
4,-14
7,6
5,14
7,-28
8,4
6,34
6,-10
6,26
6,74
5,-6
8,-8
8,-154
6,-48
3,-22
7,6
2,56
3,-4
5,-18
8,-56
5,16
2,-46
4,42
2,2
6,-20
7,-74
1,-22
7,14
8,118
2,6
8,0
5,4
6,-6
8,12
7,28
5,56
1,40
4,-2
3,16
1,18
3,34
8,124
2,-32
5,2
5,152
7,14
3,-2
3,12
1,16
4,-34
8,-24
6,-2
3,2
4,-20
2,-14
5,-4
7,16
4,48
3,-2
5,2
6,-2
8,-164
4,4
2,2
2,8
6,12
6,-64
6,-130
7,16
2,6
7,-34
5,4
7,-140
7,50
3,-2
3,-14
5,30
5,-2
8,0
4,6
8,4
8,92
7,-2
5,-34
1,18
4,-12
8,-8
7,110
4,-34
2,6
2,20
1,16
6,-6
1,-4
8,-40
1,-4
8,-108
5,20
7,-2
8,-34
1,-8
4,18
6,-68
1,-18
3,10
4,-4
8,-140
7,0
6,-20
7,-24
8,-10
8,34
5,24
5,8
2,-8
2,-14
7,12
4,0
8,42
8,-4
1,0
4,-18
5,36
8,4
3,-8
1,-12
4,-6
4,110
1,-22
2,-14
3,2
8,-28
1,-10
6,170
5,140
5,-26
3,-12
3,14
7,2
6,18
7,-6
4,-20
7,-38
7,-18
5,6
1,-6
3,0
7,-60
1,0
1,8
2,4
5,-22
2,2
4,-52
1,-12
2,0
3,20
6,6
2,-10
1,-24
8,14
4,-66
3,-4
3,-8
5,34
7,112
1,-32
5,-10
3,6
2,14
6,32
5,4
2,-14
6,-22
6,-38
1,2
6,-28
4,-6
6,-28
3,-6
4,-2
5,-28
3,-26
1,14
8,-8
3,4
7,-52
6,-12
6,-94
4,-10
2,-10
3,-26
2,6
2,42
4,8
7,12
6,-18
1,-4
2,18
6,-12
2,10
5,-82
4,-6
7,-22
7,8
5,-22
8,-34
2,-6
8,16
8,6
3,56
4,-8
5,-6
7,36
4,12
8,8
7,-20
6,-12
6,14
3,-10
3,12
4,18
1,-16
7,-10
3,22
2,-28
1,20
6,4
1,0
7,-8
5,4
8,-4
7,-42
6,16
1,8
4,-2
6,2
6,-8
4,4
7,-8
7,8
8,-150
4,10
4,66
6,2
4,-2
1,4
3,0
4,-156
5,18
2,-6
5,-2
3,2
7,-70
5,-40
3,-12
8,-76
1,-12
5,-10
3,-20
8,0
2,-18
3,-2
1,22
7,104
3,-22
2,16
8,62
5,-28
6,-24
3,-32
6,-4
5,-2
2,-14
7,14
1,6
1,-12
1,-4
6,-112
3,-18
5,44
8,-62
5,6
3,-4
2,-12
8,-46
2,22
2,-18
6,-62
4,-24
5,8
2,-2
4,-2
1,-2
2,2
7,-16
6,12
4,-22
3,12
8,32
3,16
2,-26
6,-4
5,12
4,-16
4,56
7,8
8,14
1,-26
3,-10
8,-132
8,20
4,16
1,4
5,-6
7,50
1,10
2,8
1,-40
5,0
6,8
6,-96
3,-14
2,2
5,44
2,-10
8,-62
1,10
7,80
4,-18
1,-24
7,-8
3,14
5,-32
8,4
8,-30
6,20
2,0
7,20
5,0
3,10
4,-12
3,-22
2,10
2,0
6,-136
5,2
5,4
2,-16
6,12
8,-22
1,-2
3,0
2,0
1,-16
7,-8
4,-10
1,-18
6,8
2,20
1,20
4,14
6,-16
7,-4
6,76
2,8
3,-18
7,80
5,-24
1,36
2,14
5,-66
7,-8
1,-24
7,-10
8,4
3,14
4,-8
6,2
5,10
2,-26
7,18
5,-20
3,0
7,24
5,0
3,-14
4,2
1,16
1,-2
5,32
6,-30
8,-2
5,-28
1,22
4,4
1,4
6,0
8,0
2,10
4,16
6,0
7,-24
1,6
3,-6
4,26
8,58
4,14
5,124
8,10
2,6
2,34
5,-14
2,-14
1,-16
2,-10
6,16
6,26
3,10
8,-16
8,30
1,0
2,26
8,2
6,-48
6,-8
6,-46
4,-2
3,6
7,-2
5,0
2,-18
6,118
6,-20
1,10
4,-10
7,-32
4,-10
3,2
4,-6
5,-12
5,-18
4,-10
3,-16
4,-18
5,16
4,-12
7,-4
2,30
1,-42
3,-10
5,42
8,8
2,-2
6,-8
1,12
3,6
8,-122
1,-2
6,14
7,-6
8,-2
8,-6
1,8
2,10
8,0
7,-22
3,-4
4,-10
8,-2
3,0
7,38
8,-6
8,58
3,-12
4,4
7,-18
5,156
7,-116
3,0
7,12
8,-10
3,18
4,-40
4,0
3,0
3,18
6,-2
2,10
3,-10
4,4
3,-18
7,18
7,-18
7,2
4,4
3,6
2,0
3,-22
4,36
6,12
3,-10
7,-142
5,-106
5,150
1,-6
7,-102
2,-114
3,-28
3,-10
5,-4
7,40
2,0
8,60
2,-4
2,-8
6,14
2,-16
8,154
5,-10
2,-2
2,-30
4,58
7,118
6,84
5,10
6,-164
5,-8
7,-8
8,2
7,112
4,-8
4,-44
8,-104
1,-12
1,32
8,4
4,14
8,4
6,-20
1,4
6,4
1,-16
6,-32
3,-8
7,14
4,0
5,6
7,-4
5,-32
6,20
6,2
8,128
3,14
7,100
8,110
7,-12
8,56
2,8
2,-6
5,-22
4,20
3,-4
8,28
1,6
8,98
7,150
7,-2
1,16
3,0
1,4
1,-2
1,-10
4,-8
2,-14
5,-38
5,0
7,-8
1,-8
5,44
4,-16
6,22
2,-4
8,12
8,26
2,-4
6,-40
7,-6
6,52
5,64
5,-22
5,62
4,-140
3,0
4,2
8,24
4,-62
1,-6
8,-132
4,50
2,-8
8,-54
5,10
6,-42
6,-60
1,-12
5,28
6,24
8,2
3,18
3,16
2,-2
7,-26
1,-8
5,30
2,-12
2,2
4,0
1,20
1,-12
6,-18
3,6
6,-2
1,6
1,-8
8,12
