3,-4
4,-4
2,-18
1,8
3,8
6,-16
8,-38
6,16
8,-20
7,-50
8,44
6,114
1,-12
2,-6
6,126
2,-18
1,8
2,-6
1,0
1,12
5,0
2,-12
4,-10
3,-12
4,54
1,10
7,-78
6,-24
1,8
8,6
3,2
1,-12
4,-8
8,-42
1,0
2,18
8,-40
6,-24
1,-16
6,-46
4,-4
5,30
3,6
5,14
1,-18
5,10
3,-12
3,-10
5,124
4,14
7,-4
2,6
5,10
2,-4
7,144
8,12
1,-8
3,16
3,12
1,24
3,-28
6,-60
5,-38
2,-6
8,4
5,20
7,-22
6,-52
4,16
3,16
8,138
8,20
5,-12
6,-8
4,16
7,-10
1,-6
5,8
6,18
7,-94
8,38
4,-4
3,6
5,28
4,20
7,0
2,-10
3,-10
5,-42
4,52
6,-16
2,-2
8,-14
6,-36
8,-4
2,-12
3,14
5,-30
5,28
7,0
6,-34
5,22
4,2
7,52
3,4
2,4
7,-32
7,-4
4,38
8,84
5,-24
8,-2
4,-14
7,22
6,66
8,-48
3,-14
2,-50
6,-18
5,40
4,2
2,6
8,50
1,-14
2,-26
1,2
7,8
2,8
8,32
3,-24
4,4
7,-14
4,38
4,20
1,-36
7,48
7,-14
6,-52
7,0
2,10
5,0
3,-8
1,38
6,-16
2,4
6,58
1,-46
7,-10
6,24
1,6
2,26
4,-4
2,-14
3,-8
3,68
8,-34
4,-46
4,-24
2,-2
6,34
3,18
2,2
1,2
8,-2
1,-8
7,-2
5,-10
7,-52
2,-4
1,10
5,-80
2,-54
5,46
7,16
4,-26
6,32
6,-22
8,-24
8,-170
4,20
3,10
4,-20
2,-18
2,14
6,-34
8,-20
1,-2
1,2
6,-16
2,6
5,26
2,4
8,178
6,108
3,12
5,-12
8,92
6,-52
1,8
4,-6
7,-36
4,4
5,20
8,-36
5,-8
8,-10
7,-120
2,0
6,144
3,20
6,-90
6,-38
3,-28
5,64
7,-8
5,8
2,4
7,-2
6,-170
4,58
3,-12
1,-12
5,100
4,40
1,2
4,-4
2,28
8,-2
5,-66
1,4
4,8
1,-22
5,-12
7,104
3,4
3,-6
8,78
1,24
7,-20
6,0
8,-10
8,-42
5,28
2,0
1,2
7,30
7,54
7,-14
3,2
5,-54
4,-16
1,-2
8,8
6,-166
7,-48
4,-6
7,-142
6,8
8,122
8,-14
4,-2
2,-2
4,6
3,-18
5,18
5,8
3,0
6,40
7,26
3,-14
5,-178
2,-36
1,2
1,12
5,-4
8,4
3,-18
4,-22
7,6
4,-26
3,2
6,-42
2,-20
8,-30
3,-6
3,12
1,0
7,-30
2,-10
4,-26
1,6
2,30
1,-24
4,-2
8,-22
2,10
3,-6
4,-20
8,-52
6,-10
7,-44
1,16
2,8
7,-30
5,-6
2,16
1,-44
8,-2
1,-2
5,-14
3,0
4,-18
6,-18
6,-126
4,36
8,124
5,-30
1,-12
6,26
1,4
5,14
5,-6
5,44
7,12
3,-10
1,10
7,-26
3,54
5,-14
7,-6
3,10
6,34
1,6
3,4
8,86
3,-12
6,32
5,-36
7,-26
4,0
5,-14
1,-8
4,34
8,-18
5,134
1,0
6,-10
6,-108
3,-8
3,12
5,8
6,-4
7,-30
8,32
3,0
5,-38
6,10
8,48
2,34
8,-110
3,-44
3,26
4,18
6,4
7,74
3,-6
4,10
1,8
3,0
7,-114
5,-6
4,-14
7,4
8,-2
6,4
7,16
4,2
2,22
4,-22
8,-42
8,24
4,-48
6,32
2,0
6,-26
8,-56
5,6
4,-10
2,6
2,-18
2,-8
8,-4
8,2
5,-22
8,0
1,2
3,-28
4,0
8,26
5,-46
6,-28
4,10
3,-12
6,12
7,-36
7,34
6,70
7,96
5,24
5,-6
4,148
6,10
2,2
7,50
1,-6
2,-26
1,-12
1,-24
7,152
4,8
7,46
1,0
7,166
2,-18
2,-56
1,8
2,-8
2,4
3,32
2,4
8,72
3,-4
4,-18
6,8
3,6
4,2
4,-58
2,-52
4,26
4,-4
1,-8
2,2
7,20
8,68
8,14
4,-46
7,-14
8,64
2,-12
4,38
8,134
2,-14
4,6
1,-40
6,-2
5,-6
2,0
1,-18
4,-26
6,22
1,-12
2,6
4,-44
2,-4
6,26
2,60
1,-14
3,-10
1,54
6,-2
4,-32
5,-14
7,-26
4,-12
3,2
6,28
3,10
2,-12
5,-10
6,16
8,-4
3,0
3,46
7,-20
5,-28
8,16
8,-2
6,22
8,-26
7,2
1,-2
4,-4
7,18
2,24
5,-28
5,-22
5,-48
1,8
5,-48
1,42
6,92
2,0
3,-4
8,2
4,-14
3,4
1,8
7,10
1,-2
6,-6
8,28
3,20
7,-4
3,34
7,132
5,-8
1,-22
1,6
3,-56
2,16
7,6
5,14
6,-12
7,114
3,-22
1,12
2,-2
4,22
7,126
5,-10
7,-16
8,-4
6,36
6,-2
6,30
6,50
5,6
8,-26
8,4
6,-4
3,-20
7,0
2,-4
3,-12
5,12
8,36
5,-112
2,18
4,16
2,-4
6,-4
7,44
1,-20
7,6
8,74
2,6
8,-154
5,-10
6,150
8,-136
7,32
5,-28
1,54
4,10
3,24
1,42
3,12
8,-8
2,-46
5,2
5,-74
7,4
3,10
3,6
1,20
4,0
3,-4
4,-40
2,-14
1,20
3,12
6,14
8,24
6,-14
8,174
7,-70
8,116
6,34
1,-6
2,-2
6,-16
2,-18
1,8
2,-26
1,62
1,34
5,12
2,-22
4,4
3,4
4,-4
1,-2
7,-40
6,-52
1,-4
8,4
3,-14
1,12
4,-12
8,-78
1,-6
2,22
8,128
6,-6
1,-6
6,0
4,6
5,16
3,14
5,44
1,-54
5,8
3,-34
3,-22
5,90
4,24
7,6
2,14
5,10
2,-26
7,2
8,28
1,18
3,30
3,14
1,4
3,-32
6,-56
5,-34
2,12
8,-138
5,-6
7,-24
6,-40
4,48
3,20
8,10
8,-124
5,-8
6,-10
4,12
7,-12
1,0
5,6
6,4
7,44
8,44
4,44
3,2
5,28
4,8
7,-20
2,8
3,-2
5,8
4,56
6,-6
2,-18
8,-6
6,-30
8,-30
2,-4
3,-12
5,-14
5,44
7,-12
6,-12
5,-14
4,8
7,26
3,4
2,-46
7,-24
7,-4
4,38
8,104
5,-24
8,-40
4,-24
7,8
6,6
8,-2
3,-178
2,-8
6,-18
5,62
4,10
2,30
8,28
1,-22
2,2
1,-24
7,-10
2,42
8,-2
3,-32
4,-4
7,0
4,42
4,28
1,-18
7,74
7,14
6,-42
7,8
2,-26
5,-12
3,6
1,22
6,-28
2,4
6,56
1,10
7,-30
6,-126
1,-62
2,32
4,-4
2,4
3,0
3,42
8,-2
4,30
4,-14
2,-4
6,-92
3,28
2,14
1,-30
8,-14
1,-4
7,4
5,112
7,12
2,0
1,-16
5,6
2,-20
5,28
7,-46
4,-14
6,34
6,22
8,-26
8,-58
4,-4
3,16
4,20
2,0
2,0
6,-16
8,42
1,2
1,-52
6,162
2,4
5,-108
2,6
8,52
6,128
3,-14
5,-80
8,-88
6,6
1,-12
4,32
7,-18
4,10
5,8
8,-42
5,118
8,-32
7,-6
2,-32
6,-2
3,2
6,-54
6,-10
3,14
5,42
7,-22
5,-2
2,10
7,26
6,-18
4,52
3,-8
1,-8
5,0
4,36
1,4
4,0
2,4
8,32
5,34
1,2
4,0
1,-24
5,-34
7,140
3,12
3,-4
8,88
1,8
7,-10
6,-52
8,-4
8,-148
5,-70
2,0
1,6
7,96
7,48
7,-14
3,6
5,-4
4,-10
1,4
8,24
6,-20
7,10
4,0
7,0
6,0
8,36
8,-18
4,2
2,0
4,2
3,-12
5,6
5,8
3,-2
6,56
7,52
3,6
5,6
2,2
1,0
1,4
5,8
8,4
3,-12
4,-12
7,12
4,-44
3,0
6,-162
2,-20
8,-30
3,4
3,14
1,0
7,36
2,12
4,8
1,-6
2,-20
1,0
4,-6
8,-88
2,4
3,2
4,0
8,-54
6,4
7,4
1,18
2,0
7,2
5,-2
2,74
1,-18
8,-50
1,-4
5,-174
3,16
4,-20
6,-2
6,-124
4,16
8,-114
5,-2
1,-4
6,38
1,4
5,16
5,-16
5,-16
7,16
3,-6
1,0
7,-30
3,16
5,-22
7,10
3,-30
6,-22
1,-2
3,8
8,0
3,-18
6,28
5,12
7,4
4,8
5,-12
1,-6
4,102
8,70
5,-6
1,-8
6,14
6,-56
3,8
3,-36
5,4
6,-26
7,6
8,14
3,4
5,-4
6,-80
8,-138
2,38
8,48
3,-12
3,0
4,8
6,-128
7,96
3,-12
4,6
1,10
3,6
7,120
5,-2
4,10
7,24
8,140
6,4
7,-12
4,34
2,-4
4,-16
8,-174
8,-84
4,-12
6,30
2,-8
6,-6
8,178
5,10
4,-12
2,-4
2,-14
2,-10
8,94
8,-40
5,24
8,4
1,-6
3,-24
4,10
8,138
5,154
6,-30
4,-52
3,-12
6,164
7,-44
7,6
6,-2
7,-170
5,-2
5,22
4,124
6,-30
2,-4
7,138
1,-12
2,-12
1,-24
1,-12
7,24
4,8
7,56
1,4
7,-148
2,-14
2,-52
1,6
2,-2
2,64
3,-30
2,8
8,52
3,-10
4,-22
6,22
3,-10
4,72
4,16
2,-50
4,26
4,-8
1,-14
2,6
7,18
8,78
8,-82
4,-22
7,-50
8,42
2,-12
4,40
8,116
2,-16
